invoice_and_item_number,date,store_number,store_name,address,city,county,zip_code,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,year,month,month_name,quarter,day_of_week,margin_per_bottle,margin_pct,price_per_liter
INV-084990607,2026-01-01,6802,Sam'S Club 6472 / Council Bluffs,1280 Park Blvd,Mason City,Cerro Gordo,50174,1033100,Single Malt Scotch,546,Hy-Vee Inc,12456,Jose Cuervo Especial Gold,24,1750,85.48,128.22,9,1153.98,15.75,4.16,2026,1,Jan,1,Thursday,42.74,33.33,73.27
INV-025458308,2026-02-28,7636,Costco Wholesale #788 / Wdm,441 Elm Rd,Dewitt,Clinton,50704,1012100,Straight Bourbon Whiskies,920,E & J Gallo Winery,91018,Bacardi Superior Rum,24,1750,78.08,117.12,5,585.6,8.75,2.31,2026,2,Feb,1,Saturday,39.04,33.33,66.93
INV-063118906,2026-02-28,6083,Sam'S Club 6472 / Council Bluffs,5662 Oak Ave,Cedar Rapids,Linn,51365,1031100,Blended Whiskies,897,Diageo Americas,32037,Jack Daniels Tennessee Whiskey,24,1750,50.15,75.22,2,150.44,3.5,0.92,2026,2,Feb,1,Saturday,25.07,33.33,42.98
INV-029822594,2026-01-10,4871,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,1784 Oak Ave,Ames,Story,51049,1041100,Gin,302,Pernod Ricard Usa,32740,Woodford Reserve,12,750,44.4,66.6,11,732.6,8.25,2.18,2026,1,Jan,1,Saturday,22.2,33.33,88.8
INV-085764804,2026-03-19,6295,Another Round / Dewitt,5279 Oak Ave,Coralville,Johnson,51802,1062300,Whiskey Liqueur,169,Hy-Vee Inc,71462,Johnnie Walker Black Label,24,1750,92.03,138.05,8,1104.4,14.0,3.7,2026,3,Mar,1,Thursday,46.02,33.34,78.89
INV-070654852,2026-02-26,1616,Marshall Beer Wine Spirits,1032 Elm Rd,Coralville,Johnson,51176,1041200,Mixto Tequila,178,E & J Gallo Winery,94497,Fireball Cinnamon Whiskey,24,1000,12.14,18.21,8,145.68,8.0,2.11,2026,2,Feb,1,Thursday,6.07,33.33,18.21
INV-097488142,2026-04-21,4084,Maverik #5266 / Des Moines,5367 Park Blvd,Dubuque,Dubuque,52054,1012100,Straight Bourbon Whiskies,254,Beam Suntory,18109,Grey Goose Vodka,12,375,109.4,164.1,10,1641.0,3.75,0.99,2026,4,Apr,2,Tuesday,54.7,33.33,437.6
INV-068978194,2026-02-27,9586,Costco Wholesale #788 / Wdm,8664 Oak Ave,Coralville,Johnson,51491,1041100,100% Agave Tequila,481,Diageo Americas,47079,Woodford Reserve,6,750,32.36,48.54,8,388.32,6.0,1.59,2026,2,Feb,1,Friday,16.18,33.33,64.72
INV-061883769,2026-02-19,5655,Costco Wholesale #788 / Wdm,4228 Oak Ave,Coralville,Johnson,51366,1082200,American Schnapps,183,E & J Gallo Winery,86380,Fireball Cinnamon Whiskey,6,1000,41.91,62.86,9,565.74,9.0,2.38,2026,2,Feb,1,Thursday,20.95,33.33,62.86
INV-051551377,2026-03-26,7171,Sam'S Club 8162 / Cedar Rapids,5481 Oak Ave,Cedar Falls,Black Hawk,52745,1062300,Whiskey Liqueur,819,Luxco Inc,99838,Hennessy Cognac,24,750,86.08,129.12,2,258.24,1.5,0.4,2026,3,Mar,1,Thursday,43.04,33.33,172.16
INV-055866538,2026-04-27,8967,Sam'S Club 6472 / Council Bluffs,3245 Oak Ave,Cedar Rapids,Linn,50564,1041100,Gin,258,Pernod Ricard Usa,20114,Smirnoff Vodka,12,375,39.48,59.22,4,236.88,1.5,0.4,2026,4,Apr,2,Monday,19.74,33.33,157.92
INV-030703455,2026-02-07,3658,Hiway 20 Liquor And Tobacco / Webster City,3062 Oak Ave,Waterloo,Black Hawk,52954,1041100,100% Agave Tequila,548,Pernod Ricard Usa,15726,Fireball Cinnamon Whiskey,24,1000,18.77,28.16,7,197.12,7.0,1.85,2026,2,Feb,1,Saturday,9.39,33.35,28.16
INV-081673763,2026-02-22,4918,Wilkie Liquors,5170 Park Blvd,Ames,Story,50795,1031100,Blended Whiskies,476,Brown Forman,98907,Evan Williams Bourbon,24,1000,94.81,142.22,4,568.88,4.0,1.06,2026,2,Feb,1,Sunday,47.41,33.34,142.22
INV-028575536,2026-03-15,5096,Hy-Vee #3 Food & Drugstore / Davenport,954 Park Blvd,Ankeny,Polk,51521,1071000,Cocktails/Rtd,667,Beam Suntory,23446,Woodford Reserve,6,1750,98.67,148.0,10,1480.0,17.5,4.62,2026,3,Mar,1,Sunday,49.33,33.33,84.57
INV-029776801,2026-04-02,8167,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,1602 Oak Ave,Dewitt,Clinton,51848,1041100,Gin,457,Luxco Inc,13495,Black Velvet,12,750,55.85,83.78,9,754.02,6.75,1.78,2026,4,Apr,2,Thursday,27.93,33.34,111.71
INV-052773159,2026-02-23,2623,Maverik #5266 / Des Moines,5593 Oak Ave,Iowa City,Johnson,50564,1031200,Canadian Whiskies,139,Heaven Hill Brands,47601,Jack Daniels Tennessee Whiskey,6,1750,47.18,70.77,1,70.77,1.75,0.46,2026,2,Feb,1,Monday,23.59,33.33,40.44
INV-030068183,2026-04-28,9991,Benz Distributing,8747 Park Blvd,Mason City,Cerro Gordo,50456,1033100,Single Malt Scotch,894,Brown Forman,47762,Grey Goose Vodka,6,375,5.71,8.56,4,34.24,1.5,0.4,2026,4,Apr,2,Tuesday,2.85,33.29,22.83
INV-090092958,2026-01-31,9782,Central City 2,369 Oak Ave,Cedar Rapids,Linn,52944,1041200,Mixto Tequila,247,Southern Glazer'S Wine And Spirits Of Iowa,48177,Bacardi Superior Rum,6,1750,16.41,24.62,8,196.96,14.0,3.7,2026,1,Jan,1,Saturday,8.21,33.35,14.07
INV-080260907,2026-02-24,6908,Sam'S Club 8162 / Cedar Rapids,1208 Main St,Dubuque,Dubuque,51600,1011100,American Vodkas,994,Southern Glazer'S Wine And Spirits Of Iowa,71621,Jameson Irish Whiskey,6,1750,80.9,121.35,2,242.7,3.5,0.92,2026,2,Feb,1,Tuesday,40.45,33.33,69.34
INV-094323222,2026-01-06,2698,Marshall Beer Wine Spirits,9633 Elm Rd,Sioux City,Woodbury,50547,1032100,Irish Whiskies,145,Sazerac Company Inc,56176,Smirnoff Vodka,12,375,31.59,47.38,11,521.18,4.12,1.09,2026,1,Jan,1,Tuesday,15.79,33.33,126.5
INV-014963880,2026-03-11,5807,Wall To Wall Wine And Spirits / West Des Moines,3402 Main St,Dewitt,Clinton,50818,1011400,American Flavored Vodka,142,Brown Forman,51365,Johnnie Walker Black Label,6,750,10.85,16.27,8,130.16,6.0,1.59,2026,3,Mar,1,Wednesday,5.42,33.31,21.69
INV-048401154,2026-04-30,6848,Sam'S Club 6344 / Windsor Heights,883 Elm Rd,Waterloo,Black Hawk,51120,1041200,Mixto Tequila,227,Pernod Ricard Usa,58237,Johnnie Walker Black Label,6,1000,91.26,136.89,4,547.56,4.0,1.06,2026,4,Apr,2,Thursday,45.63,33.33,136.89
INV-079696025,2026-02-25,5369,Kwik Spirits #1191 / Fort Dodge,1453 Park Blvd,Mason City,Cerro Gordo,50324,1032100,Irish Whiskies,540,Beam Suntory,88964,Malibu Coconut Rum,12,750,84.13,126.19,6,757.14,4.5,1.19,2026,2,Feb,1,Wednesday,42.06,33.33,168.25
INV-069849800,2026-04-16,7981,Hy-Vee #3 Food & Drugstore / Davenport,2830 Park Blvd,Waterloo,Black Hawk,51440,1051100,Spiced Rum,557,Heaven Hill Brands,15551,Jim Beam Bourbon,12,375,80.5,120.75,5,603.75,1.88,0.5,2026,4,Apr,2,Thursday,40.25,33.33,321.14
INV-078865239,2026-04-04,3621,Sam'S Club 6472 / Council Bluffs,610 Oak Ave,Dubuque,Dubuque,52489,1031100,Blended Whiskies,794,Luxco Inc,67432,Fireball Cinnamon Whiskey,24,375,77.77,116.66,6,699.96,2.25,0.59,2026,4,Apr,2,Saturday,38.89,33.34,311.09
INV-070387584,2026-01-05,7077,Wilkie Liquors,6195 Park Blvd,Cedar Rapids,Linn,50315,1062300,Whiskey Liqueur,687,Heaven Hill Brands,28047,Smirnoff Vodka,24,1750,7.27,10.9,3,32.7,5.25,1.39,2026,1,Jan,1,Monday,3.63,33.3,6.23
INV-079490594,2026-03-09,7340,Costco Wholesale #788 / Wdm,9302 Main St,Iowa City,Johnson,51073,1031100,Blended Whiskies,893,Luxco Inc,44116,Jack Daniels Tennessee Whiskey,6,375,89.21,133.81,8,1070.48,3.0,0.79,2026,3,Mar,1,Monday,44.6,33.33,356.83
INV-033173544,2026-04-01,8292,Hy-Vee #3 Food & Drugstore / Davenport,1538 Elm Rd,West Des Moines,Polk,52736,1071000,Cocktails/Rtd,455,Brown Forman,18511,Captain Morgan Spiced Rum,6,375,102.85,154.27,8,1234.16,3.0,0.79,2026,4,Apr,2,Wednesday,51.42,33.33,411.39
INV-028639738,2026-03-12,4878,Hy-Vee #3 Food & Drugstore / Davenport,8194 Main St,Council Bluffs,Pottawattamie,51479,1051200,Rum,667,Hy-Vee Inc,85009,Crown Royal Canadian Whisky,24,1000,29.62,44.43,4,177.72,4.0,1.06,2026,3,Mar,1,Thursday,14.81,33.33,44.43
INV-074245343,2026-02-17,9612,Hiway 20 Liquor And Tobacco / Webster City,6830 Park Blvd,Coralville,Johnson,52355,1071000,Cocktails/Rtd,175,Hy-Vee Inc,26426,Evan Williams Bourbon,6,375,39.53,59.3,12,711.6,4.5,1.19,2026,2,Feb,1,Tuesday,19.77,33.34,158.13
INV-027318510,2026-02-10,8088,Kwik Spirits #1191 / Fort Dodge,8338 Main St,Ankeny,Polk,50509,1012100,Straight Bourbon Whiskies,630,Pernod Ricard Usa,30056,Smirnoff Vodka,24,750,78.04,117.06,3,351.18,2.25,0.59,2026,2,Feb,1,Tuesday,39.02,33.33,156.08
INV-083932683,2026-02-08,5496,Costco Wholesale #788 / Wdm,2150 Elm Rd,Davenport,Scott,52517,1051100,Spiced Rum,646,Southern Glazer'S Wine And Spirits Of Iowa,22245,Smirnoff Vodka,6,1000,32.7,49.05,11,539.55,11.0,2.91,2026,2,Feb,1,Sunday,16.35,33.33,49.05
INV-020901547,2026-03-06,1744,Benz Distributing,9549 Elm Rd,Dubuque,Dubuque,52668,1051100,Spiced Rum,315,Hy-Vee Inc,84991,Evan Williams Bourbon,24,1000,8.3,12.45,1,12.45,1.0,0.26,2026,3,Mar,1,Friday,4.15,33.33,12.45
INV-064504816,2026-02-23,5873,Hiway 20 Liquor And Tobacco / Webster City,7530 Main St,Ankeny,Polk,52821,1011100,American Vodkas,161,Luxco Inc,30719,Patron Silver,6,1750,97.25,145.88,11,1604.68,19.25,5.09,2026,2,Feb,1,Monday,48.63,33.34,83.36
INV-056354851,2026-02-26,7532,Kwik Spirits #1191 / Fort Dodge,2242 Elm Rd,Ankeny,Polk,52110,1082200,American Schnapps,675,Southern Glazer'S Wine And Spirits Of Iowa,23917,Malibu Coconut Rum,12,750,103.86,155.79,6,934.74,4.5,1.19,2026,2,Feb,1,Thursday,51.93,33.33,207.72
INV-061559717,2026-02-10,7850,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,4167 Oak Ave,Ankeny,Polk,51342,1011200,Imported Vodkas,691,Luxco Inc,50988,Grey Goose Vodka,6,750,14.78,22.17,5,110.85,3.75,0.99,2026,2,Feb,1,Tuesday,7.39,33.33,29.56
INV-077839607,2026-01-25,8491,Maverik #5266 / Des Moines,4044 Oak Ave,Ankeny,Polk,52390,1051100,Spiced Rum,461,Brown Forman,16377,Johnnie Walker Black Label,12,1000,6.2,9.3,7,65.1,7.0,1.85,2026,1,Jan,1,Sunday,3.1,33.33,9.3
INV-059093843,2026-01-07,7606,Casey'S General Store #2212 / Cedar Rapids,6095 Main St,Ankeny,Polk,51641,1041200,Mixto Tequila,152,Luxco Inc,84747,Maker'S Mark Bourbon,6,375,53.7,80.55,5,402.75,1.88,0.5,2026,1,Jan,1,Wednesday,26.85,33.33,214.23
INV-047543473,2026-03-13,2946,Hiway 20 Liquor And Tobacco / Webster City,2208 Main St,Sioux City,Woodbury,51614,1012200,Tennessee Whiskies,482,Luxco Inc,54444,Black Velvet,24,1750,55.97,83.95,9,755.55,15.75,4.16,2026,3,Mar,1,Friday,27.98,33.33,47.97
INV-028392710,2026-03-13,6456,Benz Distributing,7861 Park Blvd,Coralville,Johnson,50611,1031100,Blended Whiskies,720,Southern Glazer'S Wine And Spirits Of Iowa,77568,Evan Williams Bourbon,24,1750,8.19,12.29,1,12.29,1.75,0.46,2026,3,Mar,1,Friday,4.1,33.36,7.02
INV-081449442,2026-01-18,9025,Costco Wholesale #788 / Wdm,9322 Elm Rd,Cedar Falls,Black Hawk,51946,1011400,American Flavored Vodka,935,Hy-Vee Inc,12180,Hennessy Cognac,24,1000,42.69,64.03,9,576.27,9.0,2.38,2026,1,Jan,1,Sunday,21.34,33.33,64.03
INV-013576520,2026-02-17,8775,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,4450 Oak Ave,Ames,Story,52955,1011400,American Flavored Vodka,152,Beam Suntory,86483,Jameson Irish Whiskey,24,1000,105.1,157.65,11,1734.15,11.0,2.91,2026,2,Feb,1,Tuesday,52.55,33.33,157.65
INV-035606639,2026-03-03,1310,Sam'S Club 6344 / Windsor Heights,7325 Elm Rd,Waterloo,Black Hawk,51716,1051100,Spiced Rum,255,Hy-Vee Inc,64127,Jack Daniels Tennessee Whiskey,24,375,113.97,170.95,2,341.9,0.75,0.2,2026,3,Mar,1,Tuesday,56.98,33.33,455.87
INV-085280948,2026-03-30,6325,Maverik #5266 / Des Moines,7937 Park Blvd,Iowa City,Johnson,51286,1012200,Tennessee Whiskies,277,E & J Gallo Winery,70249,Johnnie Walker Black Label,24,375,19.59,29.38,4,117.52,1.5,0.4,2026,3,Mar,1,Monday,9.79,33.32,78.35
INV-084905122,2026-04-27,5890,Hiway 20 Liquor And Tobacco / Webster City,3784 Elm Rd,Sioux City,Woodbury,51184,1051200,Rum,821,Heaven Hill Brands,37168,Absolut Vodka,6,1750,115.03,172.55,5,862.75,8.75,2.31,2026,4,Apr,2,Monday,57.52,33.34,98.6
INV-082905845,2026-03-30,7220,Casey'S General Store #2212 / Cedar Rapids,6564 Elm Rd,Sioux City,Woodbury,50600,1033100,Single Malt Scotch,397,Heaven Hill Brands,15513,Maker'S Mark Bourbon,12,1000,17.7,26.55,11,292.05,11.0,2.91,2026,3,Mar,1,Monday,8.85,33.33,26.55
INV-085432781,2026-02-06,5450,Kwik Spirits #1191 / Fort Dodge,2349 Main St,Sioux City,Woodbury,52522,1012100,Straight Bourbon Whiskies,858,Luxco Inc,86917,Johnnie Walker Black Label,6,750,99.96,149.94,5,749.7,3.75,0.99,2026,2,Feb,1,Friday,49.98,33.33,199.92
INV-073404979,2026-01-31,2647,Maverik #5266 / Des Moines,2352 Main St,Des Moines,Polk,52255,1011200,Imported Vodkas,261,Southern Glazer'S Wine And Spirits Of Iowa,63334,Jack Daniels Tennessee Whiskey,6,375,51.65,77.47,12,929.64,4.5,1.19,2026,1,Jan,1,Saturday,25.82,33.33,206.59
INV-097550053,2026-03-25,4804,I-80 Liquor / Council Bluffs,8867 Main St,Ankeny,Polk,50718,1033100,Single Malt Scotch,527,Luxco Inc,33040,Malibu Coconut Rum,24,1000,10.39,15.59,2,31.18,2.0,0.53,2026,3,Mar,1,Wednesday,5.2,33.35,15.59
INV-090904160,2026-04-30,2758,Sam'S Club 6344 / Windsor Heights,5589 Elm Rd,Dewitt,Clinton,51862,1031200,Canadian Whiskies,756,Brown Forman,81211,Crown Royal Canadian Whisky,6,1000,4.58,6.87,10,68.7,10.0,2.64,2026,4,Apr,2,Thursday,2.29,33.33,6.87
INV-031809610,2026-03-09,8518,Benz Distributing,4315 Oak Ave,Cedar Falls,Black Hawk,50058,1033100,Single Malt Scotch,854,Pernod Ricard Usa,54185,Grey Goose Vodka,6,1000,97.73,146.59,6,879.54,6.0,1.59,2026,3,Mar,1,Monday,48.86,33.33,146.59
INV-063798927,2026-04-12,2562,I-80 Liquor / Council Bluffs,3127 Oak Ave,Dubuque,Dubuque,51956,1041200,Mixto Tequila,431,Hy-Vee Inc,42512,Evan Williams Bourbon,12,1750,63.53,95.3,2,190.6,3.5,0.92,2026,4,Apr,2,Sunday,31.77,33.34,54.46
INV-011534878,2026-01-01,5285,Wilkie Liquors,5990 Oak Ave,Iowa City,Johnson,50255,1071000,Imported Cordials & Liqueurs,783,Brown Forman,25495,Absolut Vodka,12,1000,71.36,107.04,10,1070.4,10.0,2.64,2026,1,Jan,1,Thursday,35.68,33.33,107.04
INV-059330907,2026-03-01,4618,Sam'S Club 6344 / Windsor Heights,3690 Oak Ave,Davenport,Scott,51959,1041200,Mixto Tequila,256,Pernod Ricard Usa,69634,Patron Silver,24,375,110.23,165.34,5,826.7,1.88,0.5,2026,3,Mar,1,Sunday,55.11,33.33,439.73
INV-020988446,2026-04-06,9609,Hiway 20 Liquor And Tobacco / Webster City,7419 Elm Rd,Iowa City,Johnson,50320,1031100,Blended Whiskies,677,Brown Forman,24707,Maker'S Mark Bourbon,6,750,82.76,124.14,10,1241.4,7.5,1.98,2026,4,Apr,2,Monday,41.38,33.33,165.52
INV-069302835,2026-01-08,2904,Maverik #5266 / Des Moines,3465 Park Blvd,Cedar Falls,Black Hawk,50373,1051200,Rum,622,Southern Glazer'S Wine And Spirits Of Iowa,68390,Jameson Irish Whiskey,6,750,41.73,62.59,9,563.31,6.75,1.78,2026,1,Jan,1,Thursday,20.86,33.33,83.45
INV-051361818,2026-04-14,1356,Benz Distributing,6587 Elm Rd,Ankeny,Polk,50013,1031200,Canadian Whiskies,863,Pernod Ricard Usa,38560,Bacardi Superior Rum,24,1750,10.23,15.35,8,122.8,14.0,3.7,2026,4,Apr,2,Tuesday,5.12,33.36,8.77
INV-014259382,2026-03-16,5703,Sam'S Club 6472 / Council Bluffs,6798 Oak Ave,Des Moines,Polk,50555,1012100,Straight Bourbon Whiskies,884,Heaven Hill Brands,94085,Black Velvet,6,375,118.38,177.57,8,1420.56,3.0,0.79,2026,3,Mar,1,Monday,59.19,33.33,473.52
INV-082383656,2026-04-04,3178,Sam'S Club 6344 / Windsor Heights,5797 Main St,Sioux City,Woodbury,50732,1082200,American Schnapps,650,Brown Forman,61518,Hennessy Cognac,6,1750,83.04,124.56,11,1370.16,19.25,5.09,2026,4,Apr,2,Saturday,41.52,33.33,71.18
INV-066925500,2026-03-09,9715,Wilkie Liquors,6314 Oak Ave,Mason City,Cerro Gordo,51014,1062300,Whiskey Liqueur,571,Sazerac Company Inc,55371,Tito'S Handmade Vodka,12,1000,81.96,122.94,9,1106.46,9.0,2.38,2026,3,Mar,1,Monday,40.98,33.33,122.94
INV-089717834,2026-01-20,1550,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,7414 Main St,West Des Moines,Polk,51003,1071000,Imported Cordials & Liqueurs,858,Sazerac Company Inc,15798,Bacardi Superior Rum,6,375,27.51,41.27,2,82.54,0.75,0.2,2026,1,Jan,1,Tuesday,13.76,33.34,110.05
INV-087324220,2026-02-21,6224,Hiway 20 Liquor And Tobacco / Webster City,9561 Elm Rd,West Des Moines,Polk,50971,1071000,Cocktails/Rtd,409,Southern Glazer'S Wine And Spirits Of Iowa,28777,Fireball Cinnamon Whiskey,24,750,119.24,178.86,4,715.44,3.0,0.79,2026,2,Feb,1,Saturday,59.62,33.33,238.48
INV-033505978,2026-03-26,7999,Sam'S Club 6472 / Council Bluffs,9207 Park Blvd,West Des Moines,Polk,50193,1041100,Gin,452,Luxco Inc,94320,Absolut Vodka,24,375,114.0,171.0,12,2052.0,4.5,1.19,2026,3,Mar,1,Thursday,57.0,33.33,456.0
INV-082199509,2026-03-27,8758,Maverik #5266 / Des Moines,4048 Oak Ave,Coralville,Johnson,51232,1032100,Irish Whiskies,978,Heaven Hill Brands,28920,Bacardi Superior Rum,6,1750,38.44,57.66,3,172.98,5.25,1.39,2026,3,Mar,1,Friday,19.22,33.33,32.95
INV-042595918,2026-04-14,5177,Central City 2,3431 Elm Rd,Cedar Falls,Black Hawk,52649,1071000,Cocktails/Rtd,180,Pernod Ricard Usa,68954,Bacardi Superior Rum,24,1750,65.24,97.86,7,685.02,12.25,3.24,2026,4,Apr,2,Tuesday,32.62,33.33,55.92
INV-015307982,2026-04-19,2192,Hiway 20 Liquor And Tobacco / Webster City,3182 Oak Ave,Cedar Rapids,Linn,51964,1031100,Blended Whiskies,313,Southern Glazer'S Wine And Spirits Of Iowa,53642,Fireball Cinnamon Whiskey,12,1000,81.98,122.97,10,1229.7,10.0,2.64,2026,4,Apr,2,Sunday,40.99,33.33,122.97
INV-063235053,2026-02-08,4921,I-80 Liquor / Council Bluffs,9145 Elm Rd,West Des Moines,Polk,51160,1011100,American Vodkas,489,Diageo Americas,71112,Johnnie Walker Black Label,24,750,73.91,110.86,4,443.44,3.0,0.79,2026,2,Feb,1,Sunday,36.95,33.33,147.81
INV-073013937,2026-03-10,6246,Marshall Beer Wine Spirits,3428 Elm Rd,Council Bluffs,Pottawattamie,51282,1031100,Blended Whiskies,523,Heaven Hill Brands,15992,Woodford Reserve,12,1750,14.99,22.48,12,269.76,21.0,5.55,2026,3,Mar,1,Tuesday,7.49,33.32,12.85
INV-040872577,2026-03-14,7223,Benz Distributing,9435 Oak Ave,Mason City,Cerro Gordo,52046,1011200,Imported Vodkas,663,Sazerac Company Inc,95800,Absolut Vodka,12,1750,21.26,31.89,6,191.34,10.5,2.77,2026,3,Mar,1,Saturday,10.63,33.33,18.22
INV-028784915,2026-03-29,9954,Casey'S General Store #2212 / Cedar Rapids,8100 Oak Ave,Council Bluffs,Pottawattamie,52221,1011400,American Flavored Vodka,757,Brown Forman,17698,Grey Goose Vodka,24,750,96.11,144.16,3,432.48,2.25,0.59,2026,3,Mar,1,Sunday,48.05,33.33,192.21
INV-019122502,2026-03-09,3474,Another Round / Dewitt,249 Oak Ave,Dewitt,Clinton,52072,1031200,Canadian Whiskies,566,Sazerac Company Inc,58916,Tito'S Handmade Vodka,6,1750,101.66,152.49,4,609.96,7.0,1.85,2026,3,Mar,1,Monday,50.83,33.33,87.14
INV-046875077,2026-01-08,9777,Casey'S General Store #2212 / Cedar Rapids,4797 Main St,Ames,Story,52058,1033100,Single Malt Scotch,932,Sazerac Company Inc,98346,Tito'S Handmade Vodka,6,1750,5.45,8.18,12,98.16,21.0,5.55,2026,1,Jan,1,Thursday,2.73,33.37,4.67
INV-057572279,2026-02-25,5379,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,6602 Main St,Cedar Rapids,Linn,51529,1051100,Spiced Rum,515,Pernod Ricard Usa,70161,Jose Cuervo Especial Gold,6,750,75.7,113.55,5,567.75,3.75,0.99,2026,2,Feb,1,Wednesday,37.85,33.33,151.4
INV-084182331,2026-03-14,8798,Wilkie Liquors,1019 Main St,Mason City,Cerro Gordo,52879,1011200,Imported Vodkas,275,Luxco Inc,20837,Black Velvet,6,375,50.71,76.06,7,532.42,2.62,0.69,2026,3,Mar,1,Saturday,25.35,33.33,203.21
INV-086072480,2026-03-05,8790,Costco Wholesale #788 / Wdm,4541 Main St,Ames,Story,50305,1082200,American Schnapps,800,E & J Gallo Winery,46749,Jim Beam Bourbon,6,375,28.13,42.2,12,506.4,4.5,1.19,2026,3,Mar,1,Thursday,14.07,33.34,112.53
INV-063458386,2026-04-26,2260,Central City 2,5003 Oak Ave,Dubuque,Dubuque,52310,1051200,Rum,346,Hy-Vee Inc,84277,Malibu Coconut Rum,6,375,71.89,107.84,12,1294.08,4.5,1.19,2026,4,Apr,2,Sunday,35.95,33.34,287.57
INV-056420476,2026-04-17,1879,Hiway 20 Liquor And Tobacco / Webster City,1700 Park Blvd,Ames,Story,50951,1032100,Irish Whiskies,958,Heaven Hill Brands,19963,Hennessy Cognac,24,750,87.87,131.81,9,1186.29,6.75,1.78,2026,4,Apr,2,Friday,43.94,33.34,175.75
INV-060388958,2026-02-13,8075,Costco Wholesale #788 / Wdm,3143 Park Blvd,Coralville,Johnson,50352,1032100,Irish Whiskies,890,Sazerac Company Inc,91083,Absolut Vodka,12,1750,30.08,45.12,9,406.08,15.75,4.16,2026,2,Feb,1,Friday,15.04,33.33,25.78
INV-030706693,2026-02-07,7383,Another Round / Dewitt,5288 Elm Rd,Mason City,Cerro Gordo,50437,1011200,Imported Vodkas,193,Diageo Americas,10680,Absolut Vodka,12,750,86.41,129.62,11,1425.82,8.25,2.18,2026,2,Feb,1,Saturday,43.21,33.34,172.83
INV-084455942,2026-02-09,9395,Marshall Beer Wine Spirits,6785 Main St,Sioux City,Woodbury,50108,1071000,Cocktails/Rtd,191,Diageo Americas,56388,Jose Cuervo Especial Gold,6,375,53.71,80.56,9,725.04,3.38,0.89,2026,2,Feb,1,Monday,26.85,33.33,214.51
INV-085099723,2026-03-12,4977,Costco Wholesale #788 / Wdm,9470 Oak Ave,Dubuque,Dubuque,52808,1012100,Straight Bourbon Whiskies,489,Beam Suntory,32216,Tito'S Handmade Vodka,12,1000,48.68,73.02,2,146.04,2.0,0.53,2026,3,Mar,1,Thursday,24.34,33.33,73.02
INV-050232066,2026-01-18,8933,Marshall Beer Wine Spirits,1360 Elm Rd,Council Bluffs,Pottawattamie,51031,1071000,Imported Cordials & Liqueurs,352,Brown Forman,91924,Jose Cuervo Especial Gold,6,375,54.14,81.21,7,568.47,2.62,0.69,2026,1,Jan,1,Sunday,27.07,33.33,216.97
INV-060987966,2026-03-05,6399,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,7312 Elm Rd,Ankeny,Polk,51764,1012200,Tennessee Whiskies,935,Hy-Vee Inc,95332,Patron Silver,12,375,42.2,63.3,10,633.0,3.75,0.99,2026,3,Mar,1,Thursday,21.1,33.33,168.8
INV-052833932,2026-03-18,5775,Costco Wholesale #788 / Wdm,8144 Oak Ave,Council Bluffs,Pottawattamie,51335,1062300,Whiskey Liqueur,485,E & J Gallo Winery,46739,Captain Morgan Spiced Rum,12,1750,24.19,36.29,7,254.03,12.25,3.24,2026,3,Mar,1,Wednesday,12.1,33.34,20.74
INV-071957885,2026-04-15,4434,Hy-Vee Wine And Spirits #1 (1281) / Iowa City,7283 Elm Rd,Sioux City,Woodbury,52838,1032100,Irish Whiskies,170,E & J Gallo Winery,63627,Captain Morgan Spiced Rum,24,750,92.93,139.4,1,139.4,0.75,0.2,2026,4,Apr,2,Wednesday,46.47,33.34,185.87
INV-019927432,2026-03-28,8357,Hy-Vee #3 Food & Drugstore / Davenport,9896 Park Blvd,Davenport,Scott,52385,1033100,Single Malt Scotch,510,Southern Glazer'S Wine And Spirits Of Iowa,80040,Absolut Vodka,24,750,52.79,79.19,7,554.33,5.25,1.39,2026,3,Mar,1,Saturday,26.4,33.34,105.59
INV-099213703,2026-03-06,6816,Central City 2,2825 Main St,Waterloo,Black Hawk,52307,1082200,American Schnapps,760,Heaven Hill Brands,98797,Maker'S Mark Bourbon,6,375,93.08,139.62,11,1535.82,4.12,1.09,2026,3,Mar,1,Friday,46.54,33.33,372.77
INV-079631857,2026-03-24,4621,Costco Wholesale #788 / Wdm,7403 Elm Rd,Coralville,Johnson,51603,1032100,Irish Whiskies,574,Beam Suntory,99070,Jim Beam Bourbon,6,375,33.64,50.46,9,454.14,3.38,0.89,2026,3,Mar,1,Tuesday,16.82,33.33,134.36
INV-025578562,2026-03-17,3321,Sam'S Club 8162 / Cedar Rapids,5807 Elm Rd,Davenport,Scott,51406,1041100,Gin,566,Sazerac Company Inc,37114,Johnnie Walker Black Label,12,375,51.96,77.94,2,155.88,0.75,0.2,2026,3,Mar,1,Tuesday,25.98,33.33,207.84
